คำ	นับวรรค	ไม่นับวรรค	พยัญชนะ	สระ	วรรณยุกต์	การันต์
เกสา	4	4	2	2	0	0
เกสี	4	4	2	2	0	0
เก้อ	4	4	2	1	1	0
เกอว	4	4	3	1	0	0
เกาะ	4	4	1	3	0	0
เกิง	4	4	2	2	0	0
เกิด	4	4	2	2	0	0
เกิน	4	4	2	2	0	0
เกิบ	4	4	2	2	0	0
เกเร	4	4	2	2	0	0
เกไล	4	4	2	2	0	0
แก๊ก	4	4	2	1	1	0
แกนะ	4	4	2	2	0	0
แก๊ป	4	4	2	1	1	0
แกรก	4	4	3	1	0	0
แกระ	4	4	2	2	0	0
แกลน	4	4	3	1	0	0
แกลบ	4	4	3	1	0	0
แกละ	4	4	2	2	0	0
แก๊ส	4	4	2	1	1	0
แกแน	4	4	2	2	0	0
แกแล	4	4	2	2	0	0
โกฏิ	4	4	2	2	0	0
โกณก	4	4	3	1	0	0
โกณะ	4	4	2	2	0	0
โกมล	4	4	3	1	0	0
โกร้	4	4	2	1	1	0
โกรก	4	4	3	1	0	0
โกรง	4	4	3	1	0	0
โกรด	4	4	3	1	0	0
โกรธ	4	4	3	1	0	0
โกรม	4	4	3	1	0	0
โกรย	4	4	3	1	0	0
โกรศ	4	4	3	1	0	0
โกลง	4	4	3	1	0	0
โกลน	4	4	3	1	0	0
โกศล	4	4	3	1	0	0
โกษม	4	4	3	1	0	0
โกษย	4	4	3	1	0	0
โกสน	4	4	3	1	0	0
โกหก	4	4	3	1	0	0
โกไล	4	4	2	2	0	0
ใกล้	4	4	2	1	1	0
ไกด์	4	4	2	1	0	1
ไกรพ	4	4	3	1	0	0
ขจอก	4	4	4	0	0	0
ขจัด	4	4	3	1	0	0
ขจาย	4	4	3	1	0	0
ขจาว	4	4	3	1	0	0
ขจิต	4	4	3	1	0	0
ขจุย	4	4	3	1	0	0
ขดาน	4	4	3	1	0	0
ขตอย	4	4	4	0	0	0
ขทิง	4	4	3	1	0	0
ขทึง	4	4	3	1	0	0
ขนอง	4	4	4	0	0	0
ขนอน	4	4	4	0	0	0
ขนอบ	4	4	4	0	0	0
ขนัด	4	4	3	1	0	0
ขนัน	4	4	3	1	0	0
ขนาง	4	4	3	1	0	0
ขนาด	4	4	3	1	0	0
ขนาน	4	4	3	1	0	0
ขนาบ	4	4	3	1	0	0
ขนาย	4	4	3	1	0	0
ขนุน	4	4	3	1	0	0
ขบวน	4	4	4	0	0	0
ขบวร	4	4	4	0	0	0
ขบูร	4	4	3	1	0	0
ขมวด	4	4	4	0	0	0
ขมวน	4	4	4	0	0	0
ขมอง	4	4	4	0	0	0
ขมอย	4	4	4	0	0	0
ขมัง	4	4	3	1	0	0
ขมับ	4	4	3	1	0	0
ขม้ำ	4	4	2	1	1	0
ขมิบ	4	4	3	1	0	0
ขมึง	4	4	3	1	0	0
ขมุบ	4	4	3	1	0	0
ขมุม	4	4	3	1	0	0
ขยอก	4	4	4	0	0	0
ขยอง	4	4	4	0	0	0
ขยัก	4	4	3	1	0	0
ขยัน	4	4	3	1	0	0
ขยับ	4	4	3	1	0	0
ขยาด	4	4	3	1	0	0
ขยาบ	4	4	3	1	0	0
ขยาย	4	4	3	1	0	0
ขยิก	4	4	3	1	0	0
ขยิบ	4	4	3	1	0	0
ขยี้	4	4	2	1	1	0
ขยุบ	4	4	3	1	0	0
ขยุม	4	4	3	1	0	0
ขยุย	4	4	3	1	0	0
ขรัว	4	4	3	1	0	0
ขริบ	4	4	3	1	0	0
ขรึม	4	4	3	1	0	0
ขล้ง	4	4	3	0	1	0
ขลวน	4	4	4	0	0	0
ขลัง	4	4	3	1	0	0
ขลับ	4	4	3	1	0	0
ขลาด	4	4	3	1	0	0
ขลาย	4	4	3	1	0	0
ขลิบ	4	4	3	1	0	0
ขลึง	4	4	3	1	0	0
ขลุก	4	4	3	1	0	0
ขลุบ	4	4	3	1	0	0
ขลุม	4	4	3	1	0	0
ขวัญ	4	4	3	1	0	0
ขวัด	4	4	3	1	0	0
ขวับ	4	4	3	1	0	0
ขวาก	4	4	3	1	0	0
ขวาง	4	4	3	1	0	0
ขวาด	4	4	3	1	0	0
ขวาน	4	4	3	1	0	0
ขวาว	4	4	3	1	0	0
ขวิด	4	4	3	1	0	0
ขษณะ	4	4	3	1	0	0
ขษัย	4	4	3	1	0	0
ขอที	4	4	3	1	0	0
ข่อย	4	4	3	0	1	0
ขากบ	4	4	3	1	0	0
ขาจร	4	4	3	1	0	0
ขาณุ	4	4	2	2	0	0
ข่าว	4	4	2	1	1	0
ขีณะ	4	4	2	2	0	0
ขีระ	4	4	2	2	0	0
ขึ้น	4	4	2	1	1	0
ขื่อ	4	4	2	1	1	0
ขเจา	4	4	2	2	0	0
ขโมย	4	4	3	1	0	0
เข็ง	4	4	2	2	0	0
เขจร	4	4	3	1	0	0
เข็ญ	4	4	2	2	0	0
เข็ด	4	4	2	2	0	0
เขดา	4	4	2	2	0	0
เขนง	4	4	3	1	0	0
เขนย	4	4	3	1	0	0
เข็ม	4	4	2	2	0	0
เขม-	4	4	2	1	0	0
เขมร	4	4	3	1	0	0
เขมา	4	4	2	2	0	0
เขยก	4	4	3	1	0	0
เขลง	4	4	3	1	0	0
เขละ	4	4	2	2	0	0
เขลา	4	4	2	2	0	0
เขษม	4	4	3	1	0	0
เขฬะ	4	4	2	2	0	0
เข้า	4	4	1	2	1	0
เขิง	4	4	2	2	0	0
เขิน	4	4	2	2	0	0
เขิบ	4	4	2	2	0	0
เขือ	4	4	2	2	0	0
แข็ง	4	4	2	2	0	0
แขนง	4	4	3	1	0	0
แขนะ	4	4	2	2	0	0
แขยง	4	4	3	1	0	0
แขละ	4	4	2	2	0	0
แขวก	4	4	3	1	0	0
แขวง	4	4	3	1	0	0
แขวน	4	4	3	1	0	0
แขวะ	4	4	2	2	0	0
โขดง	4	4	3	1	0	0
โขนง	4	4	3	1	0	0
โขม-	4	4	2	1	0	0
โขมง	4	4	3	1	0	0
โขมด	4	4	3	1	0	0
โขยก	4	4	3	1	0	0
โขยง	4	4	3	1	0	0
โขยด	4	4	3	1	0	0
โขยม	4	4	3	1	0	0
โขลก	4	4	3	1	0	0
โขลง	4	4	3	1	0	0
โขลน	4	4	3	1	0	0
โขษม	4	4	3	1	0	0
ไขรา	4	4	2	2	0	0
ไขว่	4	4	2	1	1	0
ไขษย	4	4	3	1	0	0
ไขหู	4	4	2	2	0	0
คคน-	4	4	3	0	0	0
คคนะ	4	4	3	1	0	0
คงคา	4	4	3	1	0	0
คงทน	4	4	4	0	0	0
คณนะ	4	4	3	1	0	0
คณนา	4	4	3	1	0	0
คณิต	4	4	3	1	0	0
คดงอ	4	4	4	0	0	0
คนจร	4	4	4	0	0	0
คนดี	4	4	3	1	0	0
คนทา	4	4	3	1	0	0
คนที	4	4	3	1	0	0
คนธ์	4	4	3	0	0	1
คนละ	4	4	3	1	0	0
คนโท	4	4	3	1	0	0
คนใน	4	4	3	1	0	0
คบหา	4	4	3	1	0	0
คบไฟ	4	4	3	1	0	0
คมขำ	4	4	3	1	0	0
คมน-	4	4	3	0	0	0
คมน์	4	4	3	0	0	1
คร่ง	4	4	3	0	1	0
ครรภ	4	4	4	0	0	0
ครวญ	4	4	4	0	0	0
ครวี	4	4	3	1	0	0
ครหา	4	4	3	1	0	0
ครอก	4	4	4	0	0	0
ครอง	4	4	4	0	0	0
ครอบ	4	4	4	0	0	0
ครัน	4	4	3	1	0	0
ครับ	4	4	3	1	0	0
ครัว	4	4	3	1	0	0
คราก	4	4	3	1	0	0
คราง	4	4	3	1	0	0
คราญ	4	4	3	1	0	0
คราด	4	4	3	1	0	0
คราบ	4	4	3	1	0	0
คราม	4	4	3	1	0	0
คราว	4	4	3	1	0	0
คราส	4	4	3	1	0	0
ครี้	4	4	2	1	1	0
ครีบ	4	4	3	1	0	0
ครีม	4	4	3	1	0	0
ครึน	4	4	3	1	0	0
ครึม	4	4	3	1	0	0
ครืด	4	4	3	1	0	0
ครืน	4	4	3	1	0	0
ครือ	4	4	3	1	0	0
ครุฑ	4	4	3	1	0	0
ครุย	4	4	3	1	0	0
ครูด	4	4	3	1	0	0
คฤห-	4	4	3	1	0	0
คฤหา	4	4	3	2	0	0
คลวง	4	4	4	0	0	0
คลอก	4	4	4	0	0	0
คลอง	4	4	4	0	0	0
คลอด	4	4	4	0	0	0
คลอน	4	4	4	0	0	0
คลัก	4	4	3	1	0	0
คลัง	4	4	3	1	0	0
คลาด	4	4	3	1	0	0
คลาน	4	4	3	1	0	0
คลาย	4	4	3	1	0	0
คลาศ	4	4	3	1	0	0
คลิง	4	4	3	1	0	0
คลิด	4	4	3	1	0	0
คลึง	4	4	3	1	0	0
คลุก	4	4	3	1	0	0
คลุบ	4	4	3	1	0	0
คลุม	4	4	3	1	0	0
ควัก	4	4	3	1	0	0
ควัน	4	4	3	1	0	0
คว้า	4	4	2	1	1	0
ควาก	4	4	3	1	0	0
ควาญ	4	4	3	1	0	0
ควาน	4	4	3	1	0	0
ความ	4	4	3	1	0	0
ควาย	4	4	3	1	0	0
คว่ำ	4	4	2	1	1	0
คหัฐ	4	4	3	1	0	0
คอตก	4	4	4	0	0	0
คอวี	4	4	3	1	0	0
คอไฟ	4	4	3	1	0	0
คะนน	4	4	3	1	0	0
คะมำ	4	4	2	2	0	0
คะเน	4	4	2	2	0	0
คะใน	4	4	2	2	0	0
คาคบ	4	4	3	1	0	0
คาถา	4	4	2	2	0	0
คาม-	4	4	2	1	0	0
คามี	4	4	2	2	0	0
คายก	4	4	3	1	0	0
คารพ	4	4	3	1	0	0
คารม	4	4	3	1	0	0
คาวี	4	4	2	2	0	0
คำคม	4	4	3	1	0	0
คำนำ	4	4	2	2	0	0
คำรน	4	4	3	1	0	0
คำรบ	4	4	3	1	0	0
คำโท	4	4	2	2	0	0
คิริ	4	4	2	2	0	0
คิรี	4	4	2	2	0	0
คีต-	4	4	2	1	0	0
คีตะ	4	4	2	2	0	0
คีรี	4	4	2	2	0	0
คุคะ	4	4	2	2	0	0
คุณ-	4	4	2	1	0	0
คุ่น	4	4	2	1	1	0
คุรุ	4	4	2	2	0	0
คุลา	4	4	2	2	0	0
คุหา	4	4	2	2	0	0
คูหา	4	4	2	2	0	0
คเณศ	4	4	3	1	0	0
เค้ก	4	4	2	1	1	0
เค้ง	4	4	2	1	1	0
เค็ม	4	4	2	2	0	0
เคมี	4	4	2	2	0	0
เครง	4	4	3	1	0	0
เครน	4	4	3	1	0	0
เครา	4	4	2	2	0	0
เคห-	4	4	2	1	0	0
เคหะ	4	4	2	2	0	0
เคหา	4	4	2	2	0	0
เคอย	4	4	3	1	0	0
เคอะ	4	4	2	2	0	0
เคาะ	4	4	1	3	0	0
แคร่	4	4	2	1	1	0
แครก	4	4	3	1	0	0
แครง	4	4	3	1	0	0
แคระ	4	4	2	2	0	0
แคลง	4	4	3	1	0	0
แคลน	4	4	3	1	0	0
แควก	4	4	3	1	0	0
แคแล	4	4	2	2	0	0
โค่ง	4	4	2	1	1	0
โคจร	4	4	3	1	0	0
โคตร	4	4	3	1	0	0
โคธา	4	4	2	2	0	0
โคนม	4	4	3	1	0	0
โครก	4	4	3	1	0	0
โครง	4	4	3	1	0	0
โครม	4	4	3	1	0	0
โครส	4	4	3	1	0	0
โครำ	4	4	2	2	0	0
โคลง	4	4	3	1	0	0
โคลน	4	4	3	1	0	0
ไคร้	4	4	2	1	1	0
ฆรณี	4	4	3	1	0	0
ฆ้อง	4	4	3	0	1	0
ฆาต-	4	4	2	1	0	0
ฆาน-	4	4	2	1	0	0
โฆษก	4	4	3	1	0	0
โฆษะ	4	4	2	2	0	0
งก ๆ	4	3	2	0	0	0
งงิด	4	4	3	1	0	0
ง่วน	4	4	3	0	1	0
ง่อง	4	4	3	0	1	0
งอแง	4	4	3	1	0	0
งั่ก	4	4	2	1	1	0
งั่ง	4	4	2	1	1	0
ง้าง	4	4	2	1	1	0
ง้าว	4	4	2	1	1	0
งาไซ	4	4	2	2	0	0
งิ้ว	4	4	2	1	1	0
งุ้ม	4	4	2	1	1	0
งูคา	4	4	2	2	0	0
เง็น	4	4	2	2	0	0
เงอะ	4	4	2	2	0	0
เงาะ	4	4	1	3	0	0
เงิน	4	4	2	2	0	0
แง ๆ	4	3	1	1	0	0
แง่ง	4	4	2	1	1	0
แง่น	4	4	2	1	1	0
แง้ม	4	4	2	1	1	0
โงเง	4	4	2	2	0	0
จกอบ	4	4	4	0	0	0
จงกล	4	4	4	0	0	0
จงดี	4	4	3	1	0	0
จงอร	4	4	4	0	0	0
จงใจ	4	4	3	1	0	0
จดจำ	4	4	3	1	0	0
จตุ-	4	4	2	1	0	0
จทึง	4	4	3	1	0	0
จมรี	4	4	3	1	0	0
จมูก	4	4	3	1	0	0
จรณะ	4	4	3	1	0	0
จรดล	4	4	4	0	0	0
จรบน	4	4	4	0	0	0
จรรม	4	4	4	0	0	0
จรลี	4	4	3	1	0	0
จรวจ	4	4	4	0	0	0
จรวด	4	4	4	0	0	0
จรอก	4	4	4	0	0	0
จรัล	4	4	3	1	0	0
จรัส	4	4	3	1	0	0
จราก	4	4	3	1	0	0
จราง	4	4	3	1	0	0
จราญ	4	4	3	1	0	0
จราย	4	4	3	1	0	0
จราว	4	4	3	1	0	0
จราส	4	4	3	1	0	0
จริก	4	4	3	1	0	0
จริง	4	4	3	1	0	0
จริต	4	4	3	1	0	0
จริว	4	4	3	1	0	0
จรึง	4	4	3	1	0	0
จรุก	4	4	3	1	0	0
จรุง	4	4	3	1	0	0
จรูง	4	4	3	1	0	0
จรูญ	4	4	3	1	0	0
จรูส	4	4	3	1	0	0
จลนี	4	4	3	1	0	0
จวัก	4	4	3	1	0	0
จ่อย	4	4	3	0	1	0
จอแจ	4	4	3	1	0	0
จอแส	4	4	3	1	0	0
จะจะ	4	4	2	2	0	0
จักร	4	4	3	1	0	0
จัตุ	4	4	2	2	0	0
จาคะ	4	4	2	2	0	0
จาคี	4	4	2	2	0	0
จาปะ	4	4	2	2	0	0
จามร	4	4	3	1	0	0
จ่าย	4	4	2	1	1	0
จาร-	4	4	2	1	0	0
จารี	4	4	2	2	0	0
จารุ	4	4	2	2	0	0
จำนง	4	4	3	1	0	0
จำนน	4	4	3	1	0	0
จำนำ	4	4	2	2	0	0
จำปา	4	4	2	2	0	0
จำปี	4	4	2	2	0	0
จำรด	4	4	3	1	0	0
จำเจ	4	4	2	2	0	0
จำแบ	4	4	2	2	0	0
จิ่ง	4	4	2	1	1	0
จิต-	4	4	2	1	0	0
จิตร	4	4	3	1	0	0
จิ่ม	4	4	2	1	1	0
จิร-	4	4	2	1	0	0
จิ๋ว	4	4	2	1	1	0
จี๊ด	4	4	2	1	1	0
จีพร	4	4	3	1	0	0
จีวร	4	4	3	1	0	0
จีโบ	4	4	2	2	0	0
จุ ๆ	4	3	1	1	0	0
จุ่ง	4	4	2	1	1	0
จุฑา	4	4	2	2	0	0
จุติ	4	4	2	2	0	0
จุ่ม	4	4	2	1	1	0
จุ้ย	4	4	2	1	1	0
จุรณ	4	4	3	1	0	0
จุรี	4	4	2	2	0	0
จุล-	4	4	2	1	0	0
จุฬา	4	4	2	2	0	0
จุใจ	4	4	2	2	0	0
จุไร	4	4	2	2	0	0
จู๊ด	4	4	2	1	1	0
จูรณ	4	4	3	1	0	0
เจ๊ก	4	4	2	1	1	0
เจ่ง	4	4	2	1	1	0
เจ็ด	4	4	2	2	0	0
เจต-	4	4	2	1	0	0
เจ็บ	4	4	2	2	0	0
เจอะ	4	4	2	2	0	0
เจาะ	4	4	1	3	0	0
เจิด	4	4	2	2	0	0
เจิม	4	4	2	2	0	0
เจีย	4	4	2	2	0	0
เจือ	4	4	2	2	0	0
แจจน	4	4	3	1	0	0
แจ๊ด	4	4	2	1	1	0
แจตร	4	4	3	1	0	0
แจ้น	4	4	2	1	1	0
แจ่ม	4	4	2	1	1	0
แจรก	4	4	3	1	0	0
แจรง	4	4	3	1	0	0
โจร-	4	4	2	1	0	0
ใจคอ	4	4	3	1	0	0
ใจดำ	4	4	2	2	0	0
ใจดี	4	4	2	2	0	0
ใจมา	4	4	2	2	0	0
ใจโต	4	4	2	2	0	0
ฉกาจ	4	4	3	1	0	0
ฉงาย	4	4	3	1	0	0
ฉทึง	4	4	3	1	0	0
ฉนวน	4	4	4	0	0	0
ฉนัง	4	4	3	1	0	0
ฉนาก	4	4	3	1	0	0
ฉบัง	4	4	3	1	0	0
ฉบัด	4	4	3	1	0	0
ฉบับ	4	4	3	1	0	0
ฉมวก	4	4	4	0	0	0
ฉมวย	4	4	4	0	0	0
ฉมัง	4	4	3	1	0	0
ฉมัน	4	4	3	1	0	0
ฉลวย	4	4	4	0	0	0
ฉลอง	4	4	4	0	0	0
ฉลอม	4	4	4	0	0	0
ฉลัก	4	4	3	1	0	0
ฉลับ	4	4	3	1	0	0
ฉลาก	4	4	3	1	0	0
ฉลาง	4	4	3	1	0	0
ฉลาด	4	4	3	1	0	0
ฉลาม	4	4	3	1	0	0
ฉลาย	4	4	3	1	0	0
ฉลิว	4	4	3	1	0	0
ฉลีก	4	4	3	1	0	0
ฉวาง	4	4	3	1	0	0
ฉ่อง	4	4	3	0	1	0
ฉ่อย	4	4	3	0	1	0
ฉะกะ	4	4	2	2	0	0
ฉัตร	4	4	3	1	0	0
ฉาปะ	4	4	2	2	0	0
ฉายา	4	4	2	2	0	0
ฉำฉา	4	4	2	2	0	0
ฉิ่ง	4	4	2	1	1	0
ฉุป-	4	4	2	1	0	0
เฉ่ง	4	4	2	1	1	0
เฉลย	4	4	3	1	0	0
เฉลว	4	4	3	1	0	0
เฉลา	4	4	2	2	0	0
เฉาะ	4	4	1	3	0	0
เฉิด	4	4	2	2	0	0
เฉิบ	4	4	2	2	0	0
เฉโก	4	4	2	2	0	0
เฉไฉ	4	4	2	2	0	0
แฉลบ	4	4	3	1	0	0
แฉละ	4	4	2	2	0	0
โฉนด	4	4	3	1	0	0
โฉลก	4	4	3	1	0	0
โฉเก	4	4	2	2	0	0
ไฉยา	4	4	2	2	0	0
ไฉไล	4	4	2	2	0	0
ชกลม	4	4	4	0	0	0
ชคดี	4	4	3	1	0	0
ชงคา	4	4	3	1	0	0
ชงฆ-	4	4	3	0	0	0
ชงฆา	4	4	3	1	0	0
ชงฆ์	4	4	3	0	0	1
ชงโค	4	4	3	1	0	0
ชฎิล	4	4	3	1	0	0
ชทึง	4	4	3	1	0	0
ชนก-	4	4	3	0	0	0
ชนนี	4	4	3	1	0	0
ชนบท	4	4	4	0	0	0
ชนม-	4	4	3	0	0	0
ชนม์	4	4	3	0	0	1
ชนวน	4	4	4	0	0	0
ชนัก	4	4	3	1	0	0
ชนาง	4	4	3	1	0	0
ชนิด	4	4	3	1	0	0
ชมพู	4	4	3	1	0	0
ชมรม	4	4	4	0	0	0
ชมัน	4	4	3	1	0	0
ชมไช	4	4	3	1	0	0
ชรงำ	4	4	3	1	0	0
ชรัด	4	4	3	1	0	0
ชรัว	4	4	3	1	0	0
ชราบ	4	4	3	1	0	0
ชริน	4	4	3	1	0	0
ชรุก	4	4	3	1	0	0
ชรูบ	4	4	3	1	0	0
ชรไม	4	4	3	1	0	0
ชลจร	4	4	4	0	0	0
ชลธี	4	4	3	1	0	0
ชลนา	4	4	3	1	0	0
ช่วง	4	4	3	0	1	0
ชวน-	4	4	3	0	0	0
ชวระ	4	4	3	1	0	0
ชวัก	4	4	3	1	0	0
ชวาล	4	4	3	1	0	0
ช่อย	4	4	3	0	1	0
ชอ่ำ	4	4	2	1	1	0
ชะชะ	4	4	2	2	0	0
ชะตา	4	4	2	2	0	0
ชะนี	4	4	2	2	0	0
ชะมด	4	4	3	1	0	0
ชะมบ	4	4	3	1	0	0
ชะลอ	4	4	3	1	0	0
ชะอม	4	4	3	1	0	0
ชะโด	4	4	2	2	0	0
ชัค-	4	4	2	1	0	0
ชัย-	4	4	2	1	0	0
ชั่ว	4	4	2	1	1	0
ช่าง	4	4	2	1	1	0
ชาดก	4	4	3	1	0	0
ชาต-	4	4	2	1	0	0
ชาตะ	4	4	2	2	0	0
ชาตา	4	4	2	2	0	0
ชาติ	4	4	2	2	0	0
ชานุ	4	4	2	2	0	0
ชายา	4	4	2	2	0	0
ชาระ	4	4	2	2	0	0
ชารี	4	4	2	2	0	0
ชาล-	4	4	2	1	0	0
ชาลา	4	4	2	2	0	0
ชาลี	4	4	2	2	0	0
ชาวี	4	4	2	2	0	0
ชำนน	4	4	3	1	0	0
ชำนะ	4	4	2	2	0	0
ชำนิ	4	4	2	2	0	0
ชำระ	4	4	2	2	0	0
ชำลา	4	4	2	2	0	0
ชิชะ	4	4	2	2	0	0
ชิชิ	4	4	2	2	0	0
ชิต-	4	4	2	1	0	0
ชิน-	4	4	2	1	0	0
ชิยา	4	4	2	2	0	0
ชิระ	4	4	2	2	0	0
ชิสา	4	4	2	2	0	0
ชีพ-	4	4	2	1	0	0
ชีระ	4	4	2	2	0	0
ชีลา	4	4	2	2	0	0
ชีว-	4	4	2	1	0	0
ชีวะ	4	4	2	2	0	0
ชีวา	4	4	2	2	0	0
ชีวี	4	4	2	2	0	0
ชีสา	4	4	2	2	0	0
ชีโว	4	4	2	2	0	0
ชื่น	4	4	2	1	1	0
ชื่อ	4	4	2	1	1	0
ชุ่ง	4	4	2	1	1	0
ชุติ	4	4	2	2	0	0
ชุ่ย	4	4	2	1	1	0
ชุลี	4	4	2	2	0	0
ชูคอ	4	4	3	1	0	0
ชูธง	4	4	3	1	0	0
ชูรส	4	4	3	1	0	0
ชูใจ	4	4	2	2	0	0
ชโลง	4	4	3	1	0	0
ชโลม	4	4	3	1	0	0
เช็ค	4	4	2	2	0	0
เช้ง	4	4	2	1	1	0
เช็ด	4	4	2	2	0	0
เชรา	4	4	2	2	0	0
เชลง	4	4	3	1	0	0
เชลย	4	4	3	1	0	0
เชวง	4	4	3	1	0	0
เช่า	4	4	1	2	1	0
เชิง	4	4	2	2	0	0
เชิญ	4	4	2	2	0	0
เชิด	4	4	2	2	0	0
เชีย	4	4	2	2	0	0
แช่ง	4	4	2	1	1	0
แช่ม	4	4	2	1	1	0
แชรง	4	4	3	1	0	0
แชร์	4	4	2	1	0	1
โชดก	4	4	3	1	0	0
โชติ	4	4	2	2	0	0
โชรม	4	4	3	1	0	0
โชว์	4	4	2	1	0	1
ไชนะ	4	4	2	2	0	0
ไชย-	4	4	2	1	0	0
ไชโย	4	4	2	2	0	0
ซงดำ	4	4	3	1	0	0
ซง้า	4	4	2	1	1	0
ซอแซ	4	4	3	1	0	0
ซั้น	4	4	2	1	1	0
ซั้ว	4	4	2	1	1	0
ซาบะ	4	4	2	2	0	0
ซ้าย	4	4	2	1	1	0
ซิ่น	4	4	2	1	1	0
ซื่อ	4	4	2	1	1	0
ซุ่ม	4	4	2	1	1	0
เซ็ก	4	4	2	2	0	0
เซ็ง	4	4	2	2	0	0
เซรา	4	4	2	2	0	0
เซ่อ	4	4	2	1	1	0
เซอะ	4	4	2	2	0	0
เซาะ	4	4	1	3	0	0
เซิง	4	4	2	2	0	0
แซ่ด	4	4	2	1	1	0
แซ่บ	4	4	2	1	1	0
แซ็ว	4	4	2	2	0	0
โซ่ง	4	4	2	1	1	0
โซดา	4	4	2	2	0	0
โซรม	4	4	3	1	0	0
โซลา	4	4	2	2	0	0
โซเซ	4	4	2	2	0	0
ไซน์	4	4	2	1	0	1
ไซร้	4	4	2	1	1	0
ไซโล	4	4	2	2	0	0
ญาณ-	4	4	2	1	0	0
ญาติ	4	4	2	2	0	0
ฎีกา	4	4	2	2	0	0
ฐกัด	4	4	3	1	0	0
ฐาน-	4	4	2	1	0	0
ฐานะ	4	4	2	2	0	0
ฐายี	4	4	2	2	0	0
ฐิตะ	4	4	2	2	0	0
ฐิติ	4	4	2	2	0	0
ฑากะ	4	4	2	2	0	0
ฑาหก	4	4	3	1	0	0
ฑาหะ	4	4	2	2	0	0
เฒ่า	4	4	1	2	1	0
ดนยะ	4	4	3	1	0	0
ดนยา	4	4	3	1	0	0
ดนัย	4	4	3	1	0	0
ดนุช	4	4	3	1	0	0
ดมไร	4	4	3	1	0	0
ดรณี	4	4	3	1	0	0
ดรุณ	4	4	3	1	0	0
ดฤถี	4	4	3	2	0	0
ดลใจ	4	4	3	1	0	0
ด่วน	4	4	3	0	1	0
ด้วย	4	4	3	0	1	0
ด่าง	4	4	2	1	1	0
ดาดำ	4	4	2	2	0	0
ดานา	4	4	2	2	0	0
ดาบส	4	4	3	1	0	0
ดาร-	4	4	2	1	0	0
ดาระ	4	4	2	2	0	0
ดารา	4	4	2	2	0	0
ดาลุ	4	4	2	2	0	0
ดำกล	4	4	3	1	0	0
ดำดง	4	4	3	1	0	0
ดำนา	4	4	2	2	0	0
ดำนู	4	4	2	2	0	0
ดำบล	4	4	3	1	0	0
ดำรง	4	4	3	1	0	0
ดำริ	4	4	2	2	0	0
ดำรี	4	4	2	2	0	0
ดำรู	4	4	2	2	0	0
ดำไร	4	4	2	2	0	0
ดิถี	4	4	2	2	0	0
ดิพร	4	4	3	1	0	0
ดิลก	4	4	3	1	0	0
ดิ่ว	4	4	2	1	1	0
ดี ๆ	4	3	1	1	0	0
ดีงู	4	4	2	2	0	0
ดีผา	4	4	2	2	0	0
ดียา	4	4	2	2	0	0
ดีละ	4	4	2	2	0	0
ดีใจ	4	4	2	2	0	0
ดึ่ม	4	4	2	1	1	0
ดื่น	4	4	2	1	1	0
ดื่ม	4	4	2	1	1	0
ดุ้ง	4	4	2	1	1	0
ดุ่ย	4	4	2	1	1	0
ดุรค	4	4	3	1	0	0
ดุล-	4	4	2	1	0	0
ดูกร	4	4	3	1	0	0
ดูจะ	4	4	2	2	0	0
ดูชา	4	4	2	2	0	0
ดูดำ	4	4	2	2	0	0
ดูรา	4	4	2	2	0	0
ดูรึ	4	4	2	2	0	0
ดูแล	4	4	2	2	0	0
ดูใจ	4	4	2	2	0	0
เด็ก	4	4	2	2	0	0
เด้ง	4	4	2	1	1	0
เด็จ	4	4	2	2	0	0
เดชะ	4	4	2	2	0	0
เด็ด	4	4	2	2	0	0
เด๋อ	4	4	2	1	1	0
เดาะ	4	4	1	3	0	0
เดิน	4	4	2	2	0	0
เดิม	4	4	2	2	0	0
เดโช	4	4	2	2	0	0
โด่ง	4	4	2	1	1	0
โดมร	4	4	3	1	0	0
โดรณ	4	4	3	1	0	0
ตกลง	4	4	4	0	0	0
ตกใจ	4	4	3	1	0	0
ตกใน	4	4	3	1	0	0
ตงิด	4	4	3	1	0	0
ตนัย	4	4	3	1	0	0
ตบตา	4	4	3	1	0	0
ตมูก	4	4	3	1	0	0
ตยาค	4	4	3	1	0	0
ตรณี	4	4	3	1	0	0
ตรลบ	4	4	4	0	0	0
ตรละ	4	4	3	1	0	0
ตรลา	4	4	3	1	0	0
ตรวจ	4	4	4	0	0	0
ตรวด	4	4	4	0	0	0
ตรวน	4	4	4	0	0	0
ตรวย	4	4	4	0	0	0
ตรอก	4	4	4	0	0	0
ตรอง	4	4	4	0	0	0
ตรัง	4	4	3	1	0	0
ตรับ	4	4	3	1	0	0
ตรัย	4	4	3	1	0	0
ตรัส	4	4	3	1	0	0
ตราบ	4	4	3	1	0	0
ตริว	4	4	3	1	0	0
ตรึก	4	4	3	1	0	0
ตรึง	4	4	3	1	0	0
ตรุณ	4	4	3	1	0	0
ตรุย	4	4	3	1	0	0
ตรุษ	4	4	3	1	0	0
ตฤณ-	4	4	3	1	0	0
ตลอด	4	4	4	0	0	0
ตลับ	4	4	3	1	0	0
ตลาด	4	4	3	1	0	0
ตลึง	4	4	3	1	0	0
ตลุก	4	4	3	1	0	0
ต่วน	4	4	3	0	1	0
ตวัก	4	4	3	1	0	0
ตวัด	4	4	3	1	0	0
